116.746775,-6.110110,73.437309,0.423557,-4.226593,63.068761,7.170041,-23.979285,15.198933,-0.634961,0.157065,0.115469
26.602659,57.584950,81.340774,-3.141561,1.068092,77.684798,9.850420,-19.401105,-8.395223,-0.366169,0.413113,2.079404
-619.316493,-78.470745,106.267919,18.456483,23.182109,-49.797278,-21.119630,24.396929,-2.164014,-0.403404,2.584063,-1.083633
-620.430096,-55.550726,106.665645,10.260297,4.422877,46.587013,-31.732268,22.934339,-0.513693,-0.569756,-2.872723,-0.331576
-110.803472,-26.898676,70.894416,-63.157341,-9.125504,79.110577,71.977700,29.862921,-4.773097,-0.868488,0.514012,-0.737829
-619.602467,-70.524912,107.420168,14.986820,7.103191,-44.152058,-25.809879,24.651408,-3.271911,-0.346834,-0.384104,-1.048106
-620.122726,-54.548860,108.053195,16.415658,16.547932,-40.840101,-22.989534,24.148335,1.708018,0.659576,-3.359165,-0.456432
685.560713,-19.224932,52.797743,18.731824,-1.829115,-29.423292,-13.680424,19.854765,5.773086,-0.296735,5.792174,-0.775261
312.526721,41.527366,5.008532,8.440048,-10.051993,-54.288106,10.631280,-3.176236,-0.201270,0.334225,-3.426349,-1.475479
120.291424,-43.964848,72.663046,4.570972,-6.190221,-21.951038,10.563545,-21.680619,2.450294,0.737486,0.737617,-0.741480
33.373047,-24.520759,-277.797336,60.634089,-10.448513,45.312317,-72.320050,54.689839,9.849027,-3.540105,4.827937,-2.317985
-619.780295,-69.518464,106.642009,13.531323,8.165530,-3.308418,-28.249945,24.052666,-6.541333,-0.082618,0.950202,4.422563
-92.170867,-15.998790,63.656669,-3.739762,-7.531951,-40.583123,22.537910,-20.216964,1.819094,-0.243798,-4.392488,0.512158
-116.069302,-59.826616,75.876656,0.527394,-6.661946,-0.996316,14.154048,-32.012746,-9.315997,-0.219527,0.857568,-0.157870
-84.721374,-1.218818,84.010980,0.072686,-6.516522,-21.479575,16.593259,-30.240317,1.179454,0.823806,0.745932,1.568854
-75.274680,-45.729768,78.921014,-2.775157,-5.008190,63.159869,6.523466,-19.389597,-0.103743,-0.528026,1.201335,-0.801598
754.528866,153.247228,45.635295,-180.238002,67.621085,-53.253426,-130.529917,-37.526611,-4.072388,2.164675,-3.278381,2.880292
334.121943,-30.490237,62.657893,3.152369,-4.723264,78.405813,0.320587,-12.713807,0.328942,-0.431754,0.361997,0.139605
-620.792382,-35.629093,109.639146,13.155147,4.281607,-25.158226,-27.147091,24.065812,1.541982,-0.373973,0.734837,0.990153
-119.755597,4.702351,-227.641759,-28.534880,-23.562585,-35.495586,57.091083,47.720287,9.336054,-1.016639,5.573861,0.193602
-71.185345,-50.655943,79.928299,1.179240,-6.394335,-12.688522,14.196950,-29.916307,-7.799990,-0.069379,-0.185172,0.811530
161.356535,-47.519535,69.939432,-1.022970,-6.618093,-40.565504,18.012040,-11.876039,-0.571739,-0.145089,-0.330325,-0.332024
