,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,month 1,accommodates,bathrooms,bedrooms,bed_type,review_scores_rating,Laptop_friendly_workspace,TV,Family_kid_friendly,Host_greets_you,Smoking_allowed,Hot_water,no_of_amenities
13554,5.0,102.0,2.0,45,1,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5
13555,1.0,135.0,0.0,100,1,0,0.0,0.0,1,0,0.0,4,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13
13556,1.0,32.0,0.0,131,7,5,627.0,0.32,2,310,0.0,4,2.0,2.0,4.0,100.0,1.0,1.0,0.0,0.0,0.0,1.0,36
13557,1.0,118.0,1.0,33,1,1,968.0,0.06,1,0,0.0,2,1.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,7
13558,10.0,111.0,0.0,50,1,2,978.0,0.12,1,0,0.0,4,1.0,1.0,4.0,80.0,1.0,0.0,0.0,0.0,1.0,0.0,8
13559,1.0,135.0,1.0,45,1,10,802.0,0.61,1,0,0.0,2,1.0,1.0,4.0,86.0,1.0,0.0,0.0,1.0,1.0,1.0,14
13560,1.0,118.0,0.0,89,4,37,507.0,2.3,5,169,0.0,4,1.0,2.0,4.0,97.0,1.0,1.0,1.0,1.0,0.0,1.0,30
13561,1.0,118.0,0.0,50,5,13,513.0,0.8,1,16,0.0,3,1.0,1.0,4.0,95.0,1.0,0.0,0.0,0.0,0.0,1.0,14
13562,1.0,118.0,1.0,39,2,3,561.0,0.19,1,304,0.0,1,1.0,1.0,4.0,87.0,1.0,1.0,0.0,1.0,1.0,1.0,20
13563,1.0,134.0,0.0,46,7,3,949.0,0.19,1,0,0.0,2,1.0,0.0,4.0,87.0,0.0,0.0,0.0,0.0,1.0,0.0,6
13564,6.0,95.0,0.0,65,2,14,499.0,0.86,1,23,0.0,2,1.0,1.0,4.0,97.0,1.0,1.0,0.0,0.0,0.0,1.0,10
13565,4.0,74.0,0.0,55,90,40,515.0,2.48,6,344,0.0,2,1.0,1.0,4.0,89.0,0.0,0.0,0.0,0.0,0.0,1.0,17
13566,1.0,118.0,0.0,125,4,43,513.0,2.69,5,137,0.0,4,1.0,1.0,4.0,99.0,1.0,1.0,1.0,1.0,0.0,1.0,30
13567,6.0,49.0,0.0,76,12,2,590.0,0.28,1,35,0.0,4,1.0,2.0,4.0,100.0,0.0,1.0,1.0,1.0,0.0,1.0,16
13568,10.0,110.0,0.0,55,3,7,925.0,0.43,1,0,0.0,4,1.0,0.0,4.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,10
13569,4.0,85.0,1.0,32,2,4,867.0,0.25,1,0,0.0,2,1.0,1.0,4.0,87.0,1.0,0.0,0.0,1.0,0.0,1.0,10
13570,1.0,30.0,1.0,45,5,2,947.0,0.13,2,0,0.0,3,1.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,7
13571,4.0,74.0,0.0,70,90,37,530.0,2.3,5,360,0.0,2,1.0,1.0,4.0,97.0,1.0,1.0,0.0,0.0,0.0,1.0,24
13572,1.0,118.0,0.0,120,3,45,503.0,2.8,5,175,0.0,4,1.0,1.0,4.0,98.0,1.0,1.0,0.0,1.0,0.0,1.0,28
13573,4.0,121.0,1.0,24,2,2,955.0,0.13,1,0,0.0,2,1.5,1.0,4.0,100.0,1.0,0.0,0.0,0.0,1.0,0.0,8
13574,6.0,97.0,0.0,65,2,0,0.0,0.0,1,0,0.0,4,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10
13575,6.0,90.0,0.0,65,3,1,867.0,0.08,1,0,0.0,3,1.0,1.0,4.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,14
13576,6.0,91.0,0.0,80,5,6,502.0,0.41,1,67,0.0,6,2.0,3.0,4.0,97.0,1.0,1.0,1.0,0.0,0.0,1.0,26
13577,1.0,53.0,1.0,19,10,13,528.0,0.79,2,16,0.0,2,1.0,1.0,4.0,93.0,1.0,0.0,0.0,1.0,1.0,1.0,12
13578,10.0,111.0,1.0,21,2,0,0.0,0.0,1,0,0.0,3,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30
13579,0.0,130.0,1.0,28,2,6,688.0,0.4,1,0,0.0,1,1.0,1.0,4.0,100.0,1.0,1.0,0.0,1.0,0.0,1.0,26
13580,1.0,32.0,1.0,60,3,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11
13581,1.0,118.0,0.0,180,3,15,568.0,0.94,1,18,0.0,4,1.0,1.0,4.0,99.0,1.0,1.0,1.0,0.0,0.0,1.0,16
13582,4.0,92.0,1.0,22,2,2,660.0,0.13,1,0,0.0,2,1.0,1.0,4.0,80.0,1.0,0.0,0.0,1.0,0.0,1.0,10
13583,4.0,17.0,1.0,46,3,5,549.0,0.48,1,4,0.0,2,1.0,1.0,4.0,100.0,1.0,0.0,0.0,1.0,0.0,1.0,12
13584,1.0,118.0,0.0,94,5,1,940.0,0.07,1,0,0.0,3,1.0,1.0,4.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,23
13585,1.0,118.0,1.0,29,3,32,515.0,2.03,1,224,0.0,2,1.5,1.0,4.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,8
13586,1.0,53.0,0.0,150,6,3,581.0,0.21,1,0,0.0,5,3.0,3.0,4.0,100.0,1.0,1.0,1.0,1.0,0.0,1.0,42
13587,5.0,101.0,1.0,30,2,5,932.0,0.31,2,0,0.0,2,1.5,1.0,4.0,100.0,1.0,0.0,0.0,0.0,1.0,0.0,11
13588,4.0,2.0,0.0,80,2,9,575.0,0.57,5,132,0.0,3,1.0,0.0,4.0,84.0,0.0,1.0,1.0,0.0,0.0,0.0,7
13589,0.0,27.0,1.0,30,3,1,930.0,0.07,1,0,0.0,2,2.0,1.0,4.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,10
13590,5.0,102.0,0.0,80,2,10,905.0,0.61,1,0,0.0,4,1.5,2.0,4.0,92.0,1.0,1.0,0.0,0.0,0.0,0.0,11
13591,5.0,102.0,0.0,48,3,2,962.0,0.13,1,0,0.0,2,1.0,1.0,4.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,8
13592,1.0,52.0,0.0,80,4,3,966.0,0.18,1,0,0.0,4,1.0,2.0,4.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,8
13593,1.0,32.0,1.0,25,2,0,0.0,0.0,1,0,0.0,2,1.5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
13594,1.0,52.0,1.0,28,2,5,516.0,1.01,1,0,0.0,2,1.0,1.0,4.0,92.0,1.0,0.0,0.0,1.0,0.0,1.0,12
13595,1.0,118.0,1.0,35,3,1,960.0,0.06,1,0,0.0,3,1.0,1.0,4.0,80.0,1.0,0.0,0.0,1.0,1.0,0.0,10
13596,4.0,73.0,1.0,35,2,1,968.0,0.06,1,0,0.0,3,1.5,1.0,4.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,19
13597,6.0,95.0,1.0,20,4,11,653.0,0.68,1,68,0.0,1,1.0,1.0,4.0,93.0,1.0,0.0,0.0,0.0,1.0,0.0,6
13598,6.0,49.0,0.0,50,1,3,667.0,0.23,1,0,0.0,2,1.0,1.0,4.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,12
13599,11.0,4.0,1.0,45,9,8,505.0,0.5,1,4,0.0,2,1.0,1.0,4.0,97.0,0.0,0.0,0.0,1.0,0.0,1.0,14
13600,5.0,102.0,1.0,22,5,6,519.0,0.41,1,0,0.0,1,1.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,8
13601,1.0,32.0,0.0,60,7,2,936.0,0.13,1,0,0.0,4,1.5,3.0,4.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,10
13602,1.0,32.0,0.0,50,3,37,525.0,2.39,1,37,0.0,2,1.0,0.0,4.0,97.0,1.0,0.0,0.0,1.0,0.0,1.0,20
13603,5.0,102.0,0.0,66,6,3,628.0,0.19,1,31,0.0,2,1.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,10
13604,4.0,2.0,0.0,250,3,56,507.0,3.89,3,248,0.0,8,2.0,4.0,4.0,97.0,1.0,1.0,1.0,1.0,0.0,1.0,24
13605,5.0,80.0,1.0,27,2,1,976.0,0.06,1,0,0.0,2,1.0,1.0,4.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,6
13606,6.0,95.0,1.0,37,1,3,943.0,0.18,1,0,0.0,4,1.5,1.0,4.0,87.0,1.0,1.0,0.0,0.0,0.0,0.0,15
13607,11.0,81.0,1.0,30,1,5,805.0,0.41,1,0,0.0,2,1.0,1.0,4.0,96.0,1.0,1.0,1.0,0.0,0.0,1.0,35
13608,5.0,80.0,1.0,35,1,13,916.0,0.8,1,0,0.0,2,1.0,1.0,4.0,69.0,0.0,0.0,0.0,0.0,0.0,1.0,20
13609,5.0,102.0,1.0,48,2,4,547.0,0.25,1,178,0.0,2,1.0,0.0,4.0,95.0,0.0,1.0,0.0,1.0,0.0,1.0,13
13610,4.0,73.0,1.0,20,3,5,543.0,0.31,1,0,0.0,2,1.0,0.0,4.0,87.0,1.0,0.0,0.0,1.0,0.0,1.0,24
13611,4.0,74.0,1.0,38,2,4,595.0,0.24,1,35,0.0,2,1.0,1.0,4.0,93.0,0.0,1.0,0.0,1.0,1.0,1.0,9
13612,1.0,53.0,0.0,43,3,7,757.0,0.43,1,0,0.0,2,1.0,1.0,4.0,94.0,0.0,0.0,1.0,1.0,0.0,0.0,10
13613,1.0,118.0,0.0,78,20,0,0.0,0.0,1,45,0.0,4,1.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,35
13614,4.0,2.0,1.0,60,3,1,975.0,0.06,1,0,0.0,2,1.0,1.0,4.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,12
13615,4.0,100.0,0.0,300,4,8,499.0,0.57,15,356,0.0,4,2.0,2.0,4.0,95.0,1.0,1.0,1.0,0.0,0.0,1.0,19
13616,1.0,135.0,1.0,25,1,2,977.0,0.12,1,0,0.0,2,1.0,1.0,4.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,3
13617,4.0,73.0,1.0,35,3,34,510.0,2.13,1,27,0.0,2,1.0,1.0,4.0,93.0,1.0,0.0,0.0,1.0,1.0,1.0,29
13618,6.0,49.0,0.0,40,1,0,0.0,0.0,1,0,0.0,3,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,21
13619,6.0,122.0,1.0,13,20,12,561.0,0.76,1,0,0.0,2,1.0,1.0,4.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,20
13620,6.0,98.0,0.0,140,2,20,528.0,1.28,1,4,0.0,2,1.0,1.0,4.0,99.0,1.0,1.0,0.0,0.0,0.0,0.0,30
13621,11.0,81.0,0.0,50,1,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,11
13622,3.0,71.0,0.0,145,3,6,541.0,0.37,1,293,0.0,5,2.0,2.0,4.0,100.0,1.0,1.0,1.0,1.0,0.0,1.0,26
13623,1.0,52.0,0.0,135,60,0,0.0,0.0,9,310,0.0,8,2.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,19
13624,6.0,97.0,2.0,17,1,16,540.0,0.98,1,349,0.0,1,1.0,1.0,4.0,92.0,0.0,0.0,0.0,1.0,0.0,1.0,12
13625,4.0,121.0,1.0,38,2,32,503.0,1.99,1,334,0.0,2,1.0,1.0,4.0,97.0,0.0,0.0,0.0,1.0,0.0,1.0,15
13626,1.0,30.0,1.0,25,2,2,960.0,0.13,1,0,0.0,2,1.0,0.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,7
13627,5.0,102.0,1.0,100,5,5,926.0,0.33,1,0,0.0,5,1.0,2.0,4.0,96.0,1.0,0.0,1.0,0.0,0.0,0.0,10
13628,11.0,36.0,0.0,65,3,30,498.0,1.91,1,47,0.0,5,2.0,3.0,4.0,99.0,1.0,1.0,1.0,0.0,0.0,1.0,37
13629,1.0,53.0,1.0,20,27,2,982.0,0.12,2,0,0.0,1,0.5,1.0,4.0,100.0,1.0,1.0,0.0,1.0,0.0,1.0,24
13630,5.0,59.0,1.0,20,3,3,960.0,0.19,1,0,0.0,1,1.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,1.0,0.0,12
13631,1.0,118.0,1.0,80,2,6,746.0,0.37,1,33,0.0,3,1.0,1.0,4.0,96.0,0.0,1.0,0.0,0.0,0.0,1.0,20
13632,5.0,101.0,0.0,75,6,7,504.0,0.47,1,7,0.0,3,1.0,2.0,4.0,77.0,1.0,0.0,1.0,0.0,1.0,1.0,15
13633,4.0,2.0,0.0,88,1,129,501.0,8.34,2,128,0.0,5,1.0,0.0,4.0,96.0,1.0,1.0,0.0,0.0,0.0,1.0,28
13634,1.0,118.0,1.0,35,14,0,0.0,0.0,1,0,0.0,1,1.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,16
13635,4.0,18.0,0.0,88,1,118,501.0,7.36,2,127,0.0,4,1.0,1.0,4.0,94.0,1.0,1.0,0.0,0.0,0.0,1.0,25
13636,4.0,92.0,1.0,17,3,5,726.0,0.32,1,0,0.0,2,1.0,1.0,4.0,100.0,1.0,0.0,0.0,1.0,1.0,1.0,20
13637,5.0,105.0,0.0,90,3,3,955.0,0.19,1,0,0.0,4,1.0,1.0,4.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,14
13638,4.0,92.0,0.0,60,1,20,540.0,1.22,1,63,0.0,2,1.0,0.0,4.0,87.0,1.0,1.0,0.0,1.0,0.0,1.0,20
13639,1.0,134.0,0.0,65,2,23,669.0,1.44,1,24,0.0,2,1.0,1.0,4.0,96.0,1.0,0.0,0.0,0.0,1.0,0.0,12
13640,9.0,107.0,0.0,80,3,16,512.0,1.09,1,273,0.0,4,1.0,1.0,4.0,95.0,1.0,1.0,1.0,0.0,0.0,0.0,13
13641,0.0,120.0,1.0,22,90,4,578.0,0.26,2,324,0.0,1,1.0,0.0,3.0,70.0,1.0,1.0,0.0,0.0,0.0,0.0,16
13642,1.0,53.0,0.0,179,3,0,0.0,0.0,1,0,0.0,3,1.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,12
13643,1.0,118.0,0.0,65,3,9,908.0,0.57,1,0,0.0,2,1.0,1.0,4.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,9
13644,10.0,110.0,0.0,45,3,12,505.0,0.76,1,352,0.0,2,1.0,1.0,4.0,96.0,1.0,1.0,0.0,1.0,0.0,1.0,22
13645,6.0,90.0,0.0,180,6,3,584.0,0.2,1,13,0.0,6,2.0,3.0,4.0,100.0,1.0,1.0,1.0,1.0,0.0,1.0,40
13646,1.0,115.0,0.0,100,2,7,548.0,0.5,1,9,0.0,3,1.0,2.0,4.0,94.0,1.0,1.0,0.0,0.0,0.0,1.0,10
13647,6.0,49.0,0.0,80,2,14,597.0,0.9,1,0,0.0,4,1.5,2.0,4.0,89.0,1.0,0.0,1.0,0.0,0.0,1.0,31
13648,11.0,4.0,1.0,50,2,7,549.0,0.44,1,0,0.0,2,1.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,12
13649,4.0,74.0,1.0,60,7,0,0.0,0.0,2,0,0.0,2,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,16
13650,6.0,95.0,1.0,56,5,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9
13651,5.0,80.0,1.0,28,3,3,600.0,0.19,2,0,0.0,2,1.0,1.0,4.0,100.0,1.0,0.0,1.0,1.0,1.0,0.0,11
13652,5.0,80.0,1.0,22,7,0,0.0,0.0,1,0,0.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8
13653,11.0,0.0,1.0,17,1,11,820.0,0.85,1,0,0.0,1,1.0,1.0,4.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,4
13654,1.0,32.0,1.0,28,3,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6
13655,11.0,25.0,1.0,13,7,1,844.0,0.09,1,0,0.0,1,1.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9
13656,1.0,30.0,0.0,45,30,2,919.0,0.12,2,0,0.0,2,1.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8
13657,0.0,51.0,0.0,49,14,0,0.0,0.0,1,0,0.0,3,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9
13658,4.0,73.0,1.0,40,3,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10
13659,7.0,125.0,1.0,33,1,1,684.0,0.16,2,51,0.0,2,1.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6
13660,10.0,68.0,1.0,39,1,0,0.0,0.0,1,0,0.0,2,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17
13661,2.0,7.0,0.0,95,3,25,505.0,1.67,1,96,0.0,7,2.5,4.0,4.0,96.0,1.0,1.0,1.0,0.0,0.0,1.0,36
13662,5.0,80.0,1.0,26,2,8,928.0,0.5,1,0,0.0,4,1.0,1.0,4.0,98.0,0.0,0.0,1.0,0.0,1.0,0.0,11
13663,6.0,97.0,0.0,63,5,2,904.0,0.14,2,0,0.0,2,1.0,1.0,4.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0,10
13664,5.0,102.0,1.0,16,13,3,959.0,0.19,1,0,0.0,1,1.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,10
13665,4.0,92.0,0.0,105,4,6,596.0,0.39,1,0,0.0,6,2.0,3.0,4.0,100.0,1.0,1.0,1.0,1.0,0.0,1.0,38
13666,11.0,4.0,1.0,24,2,1,757.0,0.11,2,58,0.0,1,1.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9
13667,6.0,95.0,1.0,70,4,6,626.0,0.94,1,0,0.0,2,1.0,1.0,4.0,97.0,1.0,1.0,1.0,1.0,0.0,1.0,35
13668,10.0,117.0,1.0,24,1,9,539.0,0.56,2,0,0.0,1,1.0,1.0,4.0,82.0,1.0,1.0,0.0,1.0,0.0,1.0,16
13669,1.0,118.0,1.0,149,1,8,566.0,0.63,18,332,0.0,2,1.0,1.0,4.0,70.0,0.0,0.0,1.0,0.0,0.0,1.0,25
13670,6.0,97.0,1.0,65,1,5,564.0,1.07,1,0,0.0,2,1.0,1.0,4.0,92.0,1.0,0.0,0.0,1.0,1.0,1.0,15
13671,1.0,118.0,1.0,169,1,9,502.0,0.72,18,330,0.0,3,1.0,1.0,4.0,73.0,0.0,1.0,1.0,0.0,0.0,1.0,15
13672,1.0,30.0,1.0,25,1,7,545.0,0.43,2,0,0.0,2,1.0,1.0,4.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,7
13673,5.0,102.0,1.0,30,3,2,973.0,0.12,2,0,0.0,2,1.0,1.0,4.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,5
13674,5.0,101.0,0.0,80,3,2,598.0,0.14,1,0,0.0,4,1.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,13
13675,6.0,49.0,1.0,40,6,0,0.0,0.0,1,0,0.0,2,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11
13676,5.0,102.0,0.0,58,4,5,805.0,0.33,1,0,0.0,2,1.0,1.0,4.0,96.0,0.0,0.0,0.0,0.0,1.0,0.0,11
13677,4.0,74.0,1.0,35,2,2,973.0,0.13,3,0,0.0,2,1.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,8
13678,1.0,30.0,2.0,24,1,16,509.0,1.01,1,179,0.0,1,1.0,1.0,0.0,90.0,0.0,1.0,0.0,1.0,0.0,1.0,15
13679,6.0,97.0,0.0,150,5,10,530.0,0.65,1,52,0.0,5,2.0,3.0,4.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0,12
13680,1.0,52.0,1.0,20,3,1,976.0,0.06,1,0,0.0,1,1.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,7
13681,5.0,80.0,1.0,28,3,6,519.0,0.37,1,0,0.0,2,1.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,1.0,0.0,8
13682,1.0,53.0,1.0,57,1,83,506.0,5.28,1,68,0.0,2,1.0,1.0,4.0,99.0,1.0,1.0,0.0,1.0,0.0,1.0,16
13683,5.0,105.0,1.0,35,4,14,547.0,0.88,1,1,0.0,2,1.0,1.0,4.0,88.0,1.0,1.0,0.0,1.0,1.0,1.0,17
13684,10.0,110.0,0.0,49,1,60,510.0,3.71,6,291,0.0,5,1.0,0.0,4.0,90.0,1.0,1.0,1.0,1.0,0.0,1.0,29
13685,1.0,32.0,1.0,25,7,1,973.0,0.06,1,0,0.0,2,1.0,1.0,4.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,6
13686,6.0,91.0,0.0,40,4,4,538.0,0.27,1,129,0.0,2,1.0,1.0,4.0,95.0,1.0,0.0,0.0,0.0,0.0,1.0,18
13687,0.0,89.0,0.0,53,2,8,891.0,0.51,1,0,0.0,2,1.0,1.0,4.0,88.0,1.0,0.0,1.0,0.0,1.0,1.0,19
13688,6.0,90.0,1.0,45,2,4,540.0,0.26,1,0,0.0,2,1.5,1.0,4.0,95.0,1.0,0.0,0.0,0.0,1.0,0.0,12
13689,0.0,129.0,0.0,37,2,3,582.0,0.2,1,0,0.0,3,1.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,1.0,13
13690,5.0,102.0,0.0,69,5,1,959.0,0.06,2,0,0.0,6,1.0,2.0,4.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0,12
13691,6.0,98.0,1.0,23,1,74,508.0,4.71,3,73,0.0,1,1.0,1.0,4.0,98.0,1.0,0.0,0.0,1.0,0.0,1.0,17
13692,4.0,73.0,1.0,46,2,3,967.0,0.19,1,0,0.0,2,1.0,1.0,4.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,9
13693,6.0,91.0,0.0,40,10,0,0.0,0.0,1,0,0.0,3,1.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,35
13694,1.0,30.0,1.0,45,3,3,967.0,0.19,2,0,0.0,2,1.0,1.0,4.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,9
13695,10.0,111.0,1.0,31,3,1,970.0,0.06,1,0,0.0,1,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9
13696,1.0,32.0,1.0,40,2,3,954.0,0.19,1,0,0.0,3,2.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,10
13697,4.0,18.0,0.0,149,3,16,506.0,1.02,1,0,0.0,4,1.0,2.0,4.0,100.0,1.0,1.0,1.0,0.0,0.0,1.0,36
13698,4.0,2.0,1.0,25,4,26,522.0,1.67,1,142,0.0,1,2.0,1.0,4.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,11
13699,10.0,110.0,0.0,49,1,64,515.0,4.02,6,315,0.0,5,1.0,0.0,4.0,90.0,1.0,1.0,1.0,1.0,0.0,1.0,29
13700,4.0,2.0,1.0,35,5,2,952.0,0.13,1,0,0.0,1,2.0,1.0,4.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,10
13701,11.0,84.0,0.0,65,3,2,504.0,2.0,1,12,0.0,4,1.0,2.0,4.0,100.0,1.0,1.0,0.0,1.0,0.0,1.0,16
13702,10.0,111.0,0.0,69,5,1,898.0,0.07,1,4,0.0,3,1.0,2.0,4.0,100.0,1.0,0.0,1.0,0.0,0.0,1.0,12
13703,4.0,18.0,1.0,25,1,0,0.0,0.0,1,0,0.0,1,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,16
13704,4.0,2.0,0.0,100,14,0,0.0,0.0,1,0,0.0,4,1.5,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10
13705,6.0,49.0,0.0,55,3,22,515.0,1.61,1,6,0.0,2,1.0,1.0,4.0,95.0,1.0,0.0,0.0,1.0,0.0,1.0,11
13706,6.0,98.0,1.0,40,2,11,563.0,0.69,1,35,0.0,2,1.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11
13707,10.0,117.0,0.0,47,7,1,897.0,0.07,1,0,0.0,4,1.0,2.0,4.0,100.0,1.0,1.0,0.0,0.0,0.0,1.0,16
13708,5.0,80.0,1.0,25,8,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,14
13709,6.0,97.0,1.0,25,2,34,498.0,3.91,1,3,0.0,2,1.0,1.0,4.0,96.0,0.0,0.0,0.0,0.0,0.0,1.0,8
13710,10.0,110.0,0.0,90,2,1,939.0,0.07,2,0,0.0,3,1.0,1.0,4.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,11
13711,1.0,118.0,0.0,41,3,5,722.0,0.34,1,0,0.0,2,1.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7
13712,4.0,92.0,1.0,20,2,2,974.0,0.12,1,0,0.0,2,1.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7
13713,1.0,53.0,1.0,45,2,14,504.0,0.88,1,165,0.0,2,1.0,1.0,3.0,97.0,0.0,0.0,0.0,0.0,0.0,1.0,12
13714,4.0,74.0,0.0,28,7,6,713.0,0.38,1,0,0.0,2,1.0,1.0,4.0,100.0,1.0,0.0,0.0,1.0,1.0,1.0,14
13715,4.0,2.0,1.0,55,7,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
13716,6.0,98.0,1.0,50,4,10,562.0,0.67,1,215,0.0,2,1.0,1.0,4.0,98.0,0.0,0.0,1.0,1.0,0.0,1.0,23
13717,1.0,115.0,1.0,89,2,3,520.0,0.19,1,0,0.0,2,1.0,0.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,1.0,14
13718,1.0,118.0,1.0,75,1,8,705.0,0.5,2,0,0.0,2,1.0,1.0,4.0,100.0,0.0,1.0,0.0,1.0,0.0,0.0,19
13719,1.0,30.0,0.0,45,7,11,722.0,0.68,1,0,0.0,2,1.0,1.0,4.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,13
13720,6.0,90.0,1.0,30,2,39,516.0,2.41,1,4,0.0,2,1.0,1.0,4.0,95.0,0.0,0.0,0.0,1.0,1.0,1.0,11
13721,1.0,118.0,0.0,44,2,1,961.0,0.06,1,0,0.0,2,1.0,1.0,4.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,11
13722,6.0,94.0,1.0,19,4,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,11
13723,6.0,98.0,0.0,87,8,1,961.0,0.06,2,0,0.0,4,1.0,2.0,4.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,10
