,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,month 1,accommodates,bathrooms,bedrooms,bed_type,review_scores_rating,Laptop_friendly_workspace,TV,Family_kid_friendly,Host_greets_you,Smoking_allowed,Hot_water,no_of_amenities
5274,5.0,101.0,0.0,62,4,3,1327.0,0.08,1,0,0.0,2,1.0,1.0,4.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,14
5275,6.0,98.0,0.0,55,14,0,0.0,0.0,1,308,0.0,2,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,15
5276,6.0,98.0,1.0,60,2,0,0.0,0.0,1,0,0.0,5,1.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10
5277,5.0,102.0,1.0,35,1,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
5278,11.0,4.0,1.0,22,6,0,0.0,0.0,1,0,0.0,1,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7
5279,4.0,74.0,1.0,25,2,5,1653.0,0.13,2,0,0.0,2,1.0,1.0,4.0,96.0,0.0,1.0,0.0,0.0,0.0,0.0,9
5280,4.0,2.0,0.0,105,4,0,0.0,0.0,1,313,0.0,2,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12
5281,1.0,118.0,1.0,30,1,8,1595.0,0.21,1,0,0.0,2,1.5,1.0,4.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,8
5282,5.0,102.0,1.0,28,4,0,0.0,0.0,1,0,0.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
5283,1.0,32.0,1.0,38,5,6,1059.0,0.16,1,0,0.0,2,2.0,1.0,4.0,93.0,0.0,0.0,0.0,0.0,1.0,0.0,10
5284,1.0,32.0,1.0,25,2,1,1659.0,0.03,1,0,0.0,2,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12
5285,10.0,110.0,0.0,40,2,2,1667.0,0.05,1,0,0.0,2,1.0,1.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,7
5286,1.0,32.0,1.0,17,7,2,1627.0,0.05,1,0,0.0,2,1.0,1.0,4.0,90.0,0.0,1.0,0.0,0.0,1.0,0.0,10
5287,4.0,92.0,1.0,26,2,11,528.0,0.28,1,0,0.0,2,1.0,1.0,4.0,98.0,0.0,1.0,0.0,0.0,0.0,0.0,15
5288,4.0,18.0,0.0,50,1,0,0.0,0.0,1,0,0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
5289,5.0,105.0,0.0,45,1,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9
5290,4.0,92.0,1.0,20,1,2,1672.0,0.05,1,0,0.0,2,1.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2
5291,6.0,98.0,1.0,19,5,1,1668.0,0.03,1,0,0.0,1,1.5,1.0,4.0,80.0,0.0,1.0,0.0,0.0,1.0,0.0,12
5292,1.0,32.0,0.0,65,2,43,1309.0,1.09,1,0,0.0,4,1.0,0.0,4.0,87.0,0.0,1.0,1.0,0.0,1.0,0.0,13
5293,5.0,101.0,1.0,58,3,2,1432.0,0.05,1,0,0.0,4,1.0,1.0,4.0,100.0,1.0,0.0,1.0,0.0,1.0,0.0,15
5294,6.0,49.0,0.0,120,2,5,653.0,0.13,1,0,0.0,4,1.0,2.0,4.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,26
5295,9.0,1.0,1.0,20,1,2,1657.0,0.05,1,0,0.0,2,1.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8
5296,5.0,101.0,1.0,30,5,25,534.0,0.63,1,235,0.0,2,1.0,1.0,3.0,98.0,1.0,0.0,0.0,1.0,0.0,1.0,18
5297,1.0,30.0,1.0,30,1,8,1602.0,0.21,1,0,0.0,1,1.0,1.0,3.0,95.0,0.0,1.0,0.0,0.0,0.0,0.0,9
5298,11.0,81.0,0.0,40,4,2,1310.0,0.05,1,10,0.0,4,1.0,2.0,4.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,13
5299,11.0,4.0,1.0,19,73,3,1643.0,0.08,1,0,0.0,3,1.0,1.0,4.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,8
5300,0.0,79.0,1.0,40,1,23,1465.0,0.6,1,0,0.0,1,1.0,1.0,4.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5301,5.0,101.0,1.0,39,1,2,1632.0,0.05,1,0,0.0,3,1.0,2.0,4.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,9
5302,6.0,94.0,0.0,50,5,3,1631.0,0.08,1,0,0.0,4,1.0,1.0,4.0,60.0,0.0,0.0,1.0,0.0,1.0,0.0,13
5303,4.0,2.0,1.0,48,3,4,586.0,0.18,1,6,0.0,2,1.0,1.0,4.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,15
5304,3.0,56.0,0.0,33,62,1,1667.0,0.03,1,224,0.0,3,1.0,1.0,4.0,100.0,1.0,1.0,1.0,1.0,0.0,1.0,19
5305,1.0,134.0,1.0,24,2,6,506.0,0.45,1,0,0.0,2,1.0,1.0,4.0,87.0,1.0,0.0,0.0,0.0,1.0,0.0,7
5306,10.0,111.0,1.0,26,2,10,549.0,0.29,1,310,0.0,1,1.0,1.0,3.0,98.0,1.0,0.0,1.0,1.0,1.0,1.0,18
5307,4.0,74.0,1.0,20,1,1,1652.0,0.03,1,0,0.0,1,1.0,1.0,4.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,7
5308,5.0,105.0,0.0,40,1,2,1667.0,0.05,1,0,0.0,4,1.0,1.0,4.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,6
5309,6.0,96.0,1.0,22,3,8,1283.0,0.25,3,0,0.0,1,1.0,1.0,4.0,95.0,1.0,0.0,1.0,0.0,1.0,0.0,13
5310,0.0,89.0,1.0,59,2,7,666.0,0.18,1,341,0.0,2,1.0,1.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7
5311,4.0,92.0,0.0,35,6,0,0.0,0.0,1,0,0.0,4,1.5,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10
5312,0.0,51.0,0.0,199,2,38,565.0,1.0,1,318,0.0,6,1.0,2.0,4.0,94.0,1.0,1.0,1.0,0.0,0.0,0.0,11
5313,1.0,134.0,0.0,98,1,3,1661.0,0.08,3,0,0.0,4,1.0,2.0,4.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,8
5314,1.0,118.0,0.0,58,7,0,0.0,0.0,2,0,0.0,3,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8
5315,5.0,102.0,1.0,29,5,10,604.0,0.26,2,66,0.0,1,1.0,1.0,4.0,91.0,0.0,0.0,0.0,1.0,0.0,1.0,10
5316,1.0,134.0,1.0,69,4,46,519.0,1.19,1,322,0.0,2,1.0,1.0,2.0,97.0,0.0,0.0,0.0,1.0,1.0,1.0,17
5317,5.0,102.0,0.0,48,1,3,1642.0,0.08,1,0,0.0,1,1.0,1.0,4.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,8
5318,1.0,135.0,1.0,50,2,1,1562.0,0.03,2,0,0.0,2,1.0,1.0,4.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,6
5319,6.0,95.0,0.0,150,2,21,577.0,0.53,1,261,0.0,5,2.0,4.0,4.0,100.0,1.0,1.0,1.0,0.0,0.0,1.0,20
5320,6.0,96.0,1.0,30,5,3,1646.0,0.08,3,0,0.0,1,1.0,1.0,4.0,93.0,0.0,0.0,1.0,0.0,0.0,0.0,9
5321,4.0,2.0,0.0,77,2,8,1533.0,0.2,1,0,0.0,2,1.0,1.0,4.0,98.0,0.0,0.0,0.0,0.0,1.0,0.0,9
5322,6.0,97.0,0.0,150,7,2,1548.0,0.06,2,208,0.0,6,2.0,3.0,4.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,16
5323,1.0,53.0,0.0,84,3,69,503.0,1.77,2,107,0.0,4,1.0,1.0,4.0,94.0,1.0,0.0,1.0,0.0,0.0,1.0,21
5324,5.0,101.0,0.0,80,2,3,1654.0,0.08,1,0,0.0,4,1.0,1.0,4.0,73.0,0.0,1.0,1.0,0.0,0.0,0.0,9
5325,5.0,101.0,0.0,50,14,0,0.0,0.0,1,0,0.0,3,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8
5326,6.0,95.0,1.0,39,5,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12
5327,1.0,134.0,1.0,45,1,1,1673.0,0.03,3,0,0.0,2,1.0,1.0,2.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,7
5328,1.0,30.0,1.0,28,2,42,502.0,1.07,1,137,0.0,1,1.0,1.0,4.0,98.0,0.0,0.0,0.0,1.0,0.0,1.0,13
5329,5.0,105.0,1.0,27,1,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
5330,1.0,134.0,0.0,70,1,2,1051.0,0.07,1,0,0.0,3,1.0,1.0,4.0,90.0,1.0,1.0,1.0,0.0,0.0,0.0,13
5331,10.0,111.0,0.0,35,3,33,512.0,0.87,1,65,0.0,1,1.0,1.0,4.0,96.0,1.0,1.0,0.0,0.0,0.0,1.0,24
5332,5.0,102.0,1.0,27,48,4,917.0,0.12,1,66,0.0,1,1.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,1.0,21
5333,6.0,94.0,0.0,79,5,1,1634.0,0.03,1,0,0.0,4,1.0,2.0,4.0,80.0,0.0,1.0,1.0,0.0,0.0,0.0,10
5334,6.0,14.0,0.0,75,1,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12
5335,6.0,123.0,1.0,25,6,0,0.0,0.0,1,0,0.0,1,3.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9
5336,4.0,92.0,1.0,25,1,6,712.0,0.23,1,0,0.0,2,1.0,1.0,4.0,100.0,1.0,0.0,1.0,1.0,0.0,1.0,17
5337,6.0,49.0,0.0,75,3,2,1660.0,0.05,1,0,0.0,4,1.5,2.0,4.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,4
5338,1.0,135.0,1.0,30,4,4,1568.0,0.1,2,0,0.0,2,1.5,1.0,4.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,10
5339,5.0,101.0,0.0,45,2,3,1645.0,0.08,1,0,0.0,2,1.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6
5340,5.0,102.0,1.0,25,5,0,0.0,0.0,1,0,0.0,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
5341,1.0,32.0,1.0,30,1,2,627.0,0.05,1,0,0.0,2,1.0,1.0,4.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,9
5342,5.0,80.0,1.0,30,2,12,943.0,0.31,2,0,0.0,2,1.0,1.0,4.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,7
5343,6.0,97.0,1.0,150,2,4,1448.0,0.1,1,214,0.0,4,1.0,3.0,4.0,100.0,1.0,1.0,1.0,0.0,0.0,1.0,33
5344,1.0,32.0,1.0,35,1,10,1114.0,0.26,1,0,0.0,2,1.0,1.0,4.0,96.0,1.0,0.0,0.0,0.0,0.0,0.0,13
5345,10.0,111.0,0.0,90,7,7,626.0,0.23,1,0,0.0,3,1.0,1.0,4.0,97.0,0.0,1.0,1.0,0.0,0.0,0.0,12
5346,6.0,97.0,0.0,32,5,6,1307.0,0.15,2,0,0.0,2,1.0,1.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,10
5347,6.0,95.0,1.0,24,1,0,0.0,0.0,2,0,0.0,1,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11
5348,5.0,105.0,1.0,25,3,3,1618.0,0.08,1,0,0.0,2,1.0,1.0,4.0,93.0,0.0,0.0,0.0,0.0,1.0,0.0,8
5349,1.0,118.0,1.0,37,1,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
5350,4.0,2.0,1.0,46,3,252,498.0,6.41,2,42,0.0,2,1.5,1.0,4.0,94.0,1.0,0.0,1.0,1.0,0.0,1.0,42
5351,5.0,80.0,1.0,25,1,6,1499.0,0.15,1,0,0.0,2,1.0,1.0,4.0,83.0,0.0,1.0,0.0,0.0,0.0,0.0,9
5352,5.0,101.0,1.0,150,2,2,1620.0,0.05,2,0,0.0,3,1.0,1.0,4.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,9
5353,5.0,101.0,1.0,22,3,2,1094.0,0.1,1,0,0.0,2,1.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7
5354,10.0,110.0,1.0,55,4,101,503.0,2.76,2,220,0.0,2,1.0,1.0,4.0,96.0,1.0,1.0,0.0,1.0,0.0,1.0,19
5355,6.0,94.0,1.0,60,5,3,592.0,0.08,1,0,0.0,2,1.0,1.0,4.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,12
5356,1.0,135.0,1.0,40,3,7,1289.0,0.18,1,0,0.0,3,1.0,1.0,4.0,89.0,0.0,0.0,1.0,0.0,0.0,0.0,6
5357,1.0,135.0,0.0,95,3,8,801.0,0.21,1,0,0.0,4,1.0,2.0,4.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,19
5358,5.0,101.0,0.0,55,4,5,1417.0,0.13,1,0,0.0,3,1.0,1.0,4.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,6
5359,6.0,95.0,1.0,40,3,12,513.0,0.33,1,0,0.0,2,1.0,1.0,4.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,18
5360,1.0,52.0,0.0,101,2,10,1031.0,0.25,1,0,0.0,5,1.0,2.0,4.0,93.0,1.0,0.0,1.0,0.0,0.0,0.0,15
5361,6.0,94.0,0.0,38,2,4,985.0,0.15,1,0,0.0,3,1.0,2.0,2.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,10
5362,4.0,73.0,2.0,15,1,0,0.0,0.0,1,0,0.0,2,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5363,5.0,105.0,0.0,43,3,3,1398.0,0.08,1,0,0.0,2,1.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5
5364,1.0,134.0,0.0,52,3,1,1647.0,0.03,1,0,0.0,2,1.0,1.0,4.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,7
5365,5.0,105.0,1.0,25,2,15,925.0,0.38,1,0,0.0,2,1.0,1.0,4.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5366,4.0,121.0,0.0,72,2,7,1442.0,0.18,1,0,0.0,4,1.0,1.0,4.0,94.0,0.0,1.0,0.0,0.0,0.0,0.0,8
5367,1.0,52.0,1.0,25,1,0,0.0,0.0,1,0,0.0,1,1.5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
5368,4.0,74.0,1.0,28,1,4,1645.0,0.1,2,0,0.0,2,1.0,1.0,4.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,8
5369,1.0,53.0,1.0,30,12,3,981.0,0.08,1,0,0.0,1,2.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7
5370,5.0,102.0,0.0,50,3,14,532.0,0.37,1,1,0.0,2,1.0,1.0,3.0,100.0,1.0,1.0,0.0,0.0,0.0,1.0,27
5371,4.0,121.0,0.0,46,60,2,1341.0,0.05,2,190,0.0,2,1.0,0.0,4.0,100.0,0.0,1.0,1.0,1.0,0.0,0.0,29
5372,4.0,121.0,1.0,20,1,1,1072.0,0.05,1,0,0.0,1,1.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,8
5373,6.0,95.0,1.0,32,3,1,1661.0,0.03,1,0,0.0,1,1.0,1.0,4.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,8
5374,6.0,97.0,0.0,49,1,6,1423.0,0.16,1,0,0.0,2,1.0,1.0,4.0,92.0,0.0,1.0,0.0,0.0,0.0,0.0,9
5375,11.0,4.0,0.0,85,20,0,0.0,0.0,1,0,0.0,6,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14
5376,4.0,85.0,1.0,30,1,40,513.0,1.06,1,257,0.0,2,1.0,1.0,4.0,98.0,1.0,0.0,1.0,0.0,0.0,0.0,9
5377,5.0,101.0,0.0,82,5,3,550.0,0.46,1,0,0.0,3,1.0,2.0,4.0,93.0,1.0,1.0,0.0,1.0,0.0,1.0,13
5378,6.0,49.0,1.0,21,3,4,1364.0,0.1,2,0,0.0,3,1.0,1.0,4.0,85.0,0.0,0.0,0.0,0.0,1.0,0.0,8
5379,1.0,32.0,0.0,44,1,2,1654.0,0.05,1,0,0.0,2,1.0,2.0,4.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,9
5380,6.0,96.0,0.0,58,3,28,919.0,0.71,1,0,0.0,2,1.0,1.0,4.0,88.0,0.0,1.0,0.0,0.0,0.0,1.0,13
5381,10.0,110.0,1.0,21,1,0,0.0,0.0,1,0,0.0,1,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9
5382,4.0,121.0,1.0,25,1,1,1669.0,0.03,1,0,0.0,2,1.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6
5383,1.0,52.0,1.0,49,2,12,1324.0,0.31,1,0,0.0,2,1.0,1.0,4.0,92.0,1.0,1.0,1.0,0.0,0.0,0.0,15
5384,5.0,102.0,1.0,20,3,2,1672.0,0.05,1,0,0.0,2,1.0,1.0,4.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,8
5385,4.0,18.0,1.0,35,4,1,1655.0,0.03,1,0,0.0,2,1.0,1.0,4.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,9
5386,6.0,96.0,1.0,20,1,0,0.0,0.0,1,0,0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
5387,5.0,101.0,0.0,43,4,2,1593.0,0.05,1,0,0.0,2,1.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5388,0.0,106.0,0.0,50,2,4,1303.0,0.1,1,0,0.0,4,1.0,2.0,4.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,12
5389,5.0,101.0,1.0,28,3,1,1608.0,0.03,1,0,0.0,2,1.0,1.0,4.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,11
5390,4.0,74.0,1.0,22,4,2,1597.0,0.05,1,0,0.0,2,2.0,1.0,4.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,9
5391,0.0,106.0,1.0,36,1,216,509.0,5.51,3,354,0.0,4,1.0,1.0,4.0,92.0,1.0,1.0,1.0,0.0,0.0,1.0,26
5392,1.0,118.0,0.0,50,1,0,0.0,0.0,1,0,0.0,4,0.5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
5393,0.0,106.0,1.0,33,1,271,500.0,7.14,3,333,0.0,2,1.0,1.0,4.0,89.0,1.0,1.0,1.0,0.0,0.0,1.0,23
5394,4.0,2.0,1.0,35,2,5,510.0,0.13,1,259,0.0,2,1.0,1.0,2.0,95.0,0.0,0.0,0.0,1.0,0.0,1.0,10
5395,5.0,102.0,1.0,59,2,8,1381.0,0.21,1,0,0.0,2,1.0,1.0,4.0,95.0,1.0,1.0,1.0,0.0,1.0,0.0,15
5396,1.0,134.0,1.0,80,2,6,940.0,0.23,2,0,0.0,2,1.0,1.0,4.0,97.0,0.0,1.0,1.0,0.0,0.0,0.0,9
5397,4.0,2.0,0.0,100,2,120,497.0,6.23,1,113,0.0,3,1.0,1.0,4.0,99.0,1.0,1.0,1.0,1.0,0.0,1.0,56
5398,5.0,80.0,0.0,59,3,10,624.0,0.26,1,0,0.0,2,1.0,1.0,4.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,16
5399,1.0,32.0,1.0,47,5,15,788.0,0.39,1,279,0.0,2,1.0,1.0,4.0,93.0,0.0,1.0,0.0,0.0,0.0,1.0,16
5400,5.0,102.0,1.0,59,3,15,665.0,0.39,1,132,0.0,2,2.0,1.0,4.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,20
5401,6.0,122.0,0.0,50,1,0,0.0,0.0,1,0,0.0,2,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,17
5402,4.0,2.0,1.0,39,1,271,496.0,6.89,1,83,0.0,3,1.0,1.0,4.0,94.0,1.0,0.0,1.0,1.0,0.0,1.0,24
5403,10.0,110.0,0.0,50,21,2,1629.0,0.05,1,0,0.0,1,1.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5
5404,6.0,91.0,1.0,28,5,1,1640.0,0.03,1,0,0.0,2,1.0,1.0,4.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,10
5405,5.0,101.0,1.0,25,3,4,706.0,0.1,1,0,0.0,2,1.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5406,6.0,96.0,1.0,100,4,6,1414.0,0.16,1,0,0.0,4,1.0,1.0,4.0,97.0,0.0,1.0,1.0,0.0,0.0,0.0,15
5407,8.0,19.0,0.0,80,3,16,523.0,0.41,1,361,0.0,3,2.0,1.0,4.0,85.0,0.0,1.0,1.0,1.0,0.0,1.0,13
5408,1.0,30.0,0.0,105,3,91,514.0,2.36,2,299,0.0,6,1.0,2.0,4.0,95.0,1.0,1.0,1.0,1.0,0.0,0.0,12
5409,0.0,106.0,1.0,33,1,242,510.0,6.29,3,347,0.0,3,1.0,1.0,4.0,92.0,1.0,1.0,1.0,0.0,0.0,1.0,25
5410,4.0,85.0,0.0,55,1,8,662.0,0.21,1,0,0.0,4,1.0,1.0,4.0,97.0,1.0,1.0,1.0,1.0,1.0,1.0,17
5411,5.0,105.0,0.0,60,1,8,1413.0,0.21,1,0,0.0,2,1.5,1.0,4.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,8
5412,5.0,102.0,0.0,55,5,11,502.0,0.29,1,0,0.0,4,1.0,2.0,4.0,89.0,0.0,1.0,1.0,0.0,0.0,1.0,25
5413,4.0,121.0,1.0,20,14,1,1639.0,0.03,1,0,0.0,1,1.0,1.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,6
5414,1.0,30.0,0.0,80,7,1,1284.0,0.04,1,0,0.0,2,1.0,1.0,4.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0,12
5415,5.0,80.0,1.0,25,1,1,1667.0,0.03,1,0,0.0,2,1.0,1.0,4.0,80.0,0.0,1.0,1.0,0.0,0.0,0.0,7
5416,11.0,4.0,1.0,150,3,11,939.0,0.29,1,0,0.0,4,1.0,1.0,4.0,96.0,1.0,1.0,1.0,0.0,1.0,0.0,15
5417,6.0,96.0,0.0,65,7,1,1599.0,0.03,1,190,0.0,2,1.0,1.0,3.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,9
5418,1.0,135.0,0.0,89,2,4,1440.0,0.11,1,0,0.0,4,1.0,1.0,4.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,8
5419,5.0,80.0,1.0,22,3,2,602.0,0.38,1,0,0.0,1,1.0,1.0,4.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,10
5420,1.0,118.0,1.0,22,3,3,1642.0,0.08,1,0,0.0,2,1.0,1.0,4.0,87.0,0.0,0.0,1.0,0.0,0.0,0.0,7
5421,2.0,7.0,0.0,59,2,2,666.0,0.34,1,190,0.0,3,1.0,1.0,4.0,100.0,1.0,1.0,1.0,0.0,0.0,1.0,13
5422,6.0,98.0,0.0,95,4,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
5423,4.0,18.0,0.0,100,1,2,1644.0,0.05,1,0,0.0,4,1.0,2.0,4.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,10
5424,6.0,122.0,0.0,34,1,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9
5425,6.0,49.0,1.0,34,2,148,515.0,3.8,1,10,0.0,3,1.0,1.0,4.0,99.0,0.0,1.0,1.0,1.0,0.0,1.0,43
5426,1.0,134.0,0.0,70,1,0,0.0,0.0,1,0,0.0,3,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
5427,11.0,81.0,1.0,23,4,74,511.0,1.9,3,84,0.0,2,2.0,1.0,4.0,93.0,1.0,1.0,1.0,0.0,0.0,1.0,40
5428,4.0,119.0,0.0,45,2,28,499.0,0.72,1,202,0.0,2,1.0,1.0,4.0,95.0,1.0,0.0,1.0,1.0,0.0,1.0,17
5429,5.0,80.0,1.0,20,1,3,1659.0,0.08,1,0,0.0,2,1.0,1.0,4.0,67.0,0.0,1.0,0.0,0.0,1.0,0.0,10
5430,6.0,94.0,1.0,20,4,0,0.0,0.0,1,0,0.0,1,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12
5431,10.0,63.0,0.0,29,180,0,0.0,0.0,1,145,0.0,2,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,22
5432,5.0,102.0,1.0,24,2,4,1042.0,0.1,1,0,0.0,2,1.0,1.0,4.0,95.0,0.0,0.0,0.0,0.0,1.0,0.0,9
5433,0.0,27.0,1.0,45,1,0,0.0,0.0,1,0,0.0,3,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14
5434,1.0,134.0,1.0,30,4,7,1151.0,0.18,1,0,0.0,2,1.0,1.0,4.0,89.0,1.0,0.0,0.0,0.0,1.0,0.0,13
5435,6.0,95.0,0.0,40,3,5,1626.0,0.13,1,0,0.0,2,1.0,1.0,3.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,8
5436,4.0,18.0,0.0,80,3,8,1535.0,0.21,1,0,0.0,3,1.0,1.0,4.0,95.0,0.0,0.0,0.0,0.0,1.0,0.0,9
5437,8.0,19.0,1.0,39,1,16,634.0,0.42,1,310,0.0,2,1.0,1.0,4.0,94.0,1.0,1.0,1.0,1.0,0.0,0.0,13
5438,1.0,135.0,0.0,45,1,2,737.0,0.05,1,0,0.0,2,1.0,1.0,4.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,6
5439,1.0,52.0,0.0,150,1,0,0.0,0.0,1,0,0.0,5,1.5,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9
5440,5.0,102.0,1.0,23,3,1,1662.0,0.03,1,0,0.0,2,1.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7
5441,6.0,95.0,0.0,45,1,9,622.0,0.3,1,15,0.0,2,1.0,1.0,4.0,95.0,0.0,0.0,0.0,0.0,0.0,1.0,13
5442,6.0,94.0,1.0,30,2,0,0.0,0.0,1,0,0.0,2,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
